preferencia,titulo,comuna,estacion_cercana,distancia_estacion,dormitorios,baños,estacionamientos,bodegas,superficie_total,superficie_util,currency_symbol,precio,gastos_comunes,search_gc,descripcion,direccion,url
0,A Pasos Metro Monseñor Eyzaguirre,Ñuñoa,Monseñor Eyzaguirre,92,2,2,1,1,72,67,$,640000,95000,0,"living comedor terraza 2 amplios dormitorios principal suite mas terraza 2 banos completos cocina tradicional equipada loggia estacionamiento subterraneo bodega ,accesos controlados 24 horas circuito cerrado piscina areas verdes juegos infantiles ,disponibilidad fines mayo 2022,orientacion nor oriente ,gastos comunes 95000 aproximado mas agua caliente","Monseñor Eyzaguirre 1 - 300, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-989586272-a-pasos-metro-monsenor-eyzaguirre-_JM#position=20&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Arriendo Departamento En Emilio Vaisse,Ñuñoa,Irarrázaval,703,1,1,1,,35,32,$,400000,80000,0,"direccion emilio vaisse 760 depto 1510 nunoa,incluye,1 dormitorio,1 bano ,1 estacionamiento,terminaciones,piso banos ceramica,piso dormitorio piso flotante,cocina conexion a cocina electrica,suministros,agua caliente caldera,caracteristicas comunidad,accesos controlados circuito cerrado de tv citofono estacionamiento de visitas gimnasio piscina porton electrico quincho sala de eventos,gastos comunes 80000 aprox","Emilio Vaisse 600 - 900, Ñuñoa, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-989424421-arriendo-departamento-en-emilio-vaisse-_JM#position=18&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Departamento Casi Nuevo Gran Vista Todo Al Oriente,Ñuñoa,,,1,1,1,1,"39,5","38,5",UF,450471,104000,0,lindo departamento en excelente estado como nuevo iluminado en piso 8 con gran vista a la cordillera se accede a pequeno hall luego living con cocina integrada y meson grande para comedor con salida a pequena terraza luego aparte un dormitorio en suite con bano con ventana y espacio y conexiones para lavadora de ropa todas las ventanas y ventanales en termopanel con cortinas roller y todas las luminarias 1 estacionamiento y bodega en subterraneo gastos comunes 104000 edificio con conserjeria 247 piscina quincho panoramico gran sala multiuso gimnasio y estacionamiento de visitas barrio residencial tranquilo con comercio basico y cercano a unimarc y lider locomocion inmediata cercano a campus oriente uc y caminando 6 cuadras a metro chileespana,"Hernán Cortés 3000 - 3300, Ñuñoa, Chile, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-989592505-departamento-casi-nuevo-gran-vista-todo-al-oriente-_JM#position=17&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,"Los Jazmines, Inmediato!!",Ñuñoa,,,2,1,1,,63,60,$,520000,15000,0,"disponibilidad inmediata,departamento villa olimpica de dos dormitorios grandes cocina tradicional con logia amplio ,solo 3 pisos y 4 departamentos por piso ,piso 3 sin ascensor,porcelanato en el piso de todo el departamento buen sector y espacios entre los conjuntos de departamentos metro a 10 minutos a pie ,derecho a estacionamiento al interior del recinto con reja","Los Jazmines, Ñuñoa, Chile, Estadio Nacional, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988640020-los-jazmines-inmediato-_JM#position=19&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,"Departamento A Pasos De Av. Macul, Ñuñoa",Ñuñoa,Estadio Nacional,1396,2,2,1,1,56,50,$,550000,50000,0,"oportunidad de arriendo,je propiedades ofrece departamento a pasos de av macul nunoa piso 2,cuenta con 2 habitaciones 2 banos living comedor cocina americana terraza estacionamiento y bodega,total 5604 mts2,departamento totalmente nuevo,valor de arriendo 550000 primero 3 meses,luego valor aumenta 4 mes a 600000,se pide mes de garantia mas mes de arriendo y corretaje, antecedentes laborales, contrato de trabajo, liquidaciones de sueldo, certificado de cotizacion, aval, dicom,a pasos de av macul av rodrigo de araya cercano a av guillermo man av marathon av grecia estadio nacional portal nunoa y colegios,para mayor informacion contactar 56994048279 56939364379 5693936438","Exequiel Fernández 1800 - 2100, Ñuñoa, Chile, Estadio Nacional, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988858772-departamento-a-pasos-de-av-macul-nunoa-_JM#position=14&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Estupendo Departamento Junto Al Metro En Calle Tranquila,Ñuñoa,Monseñor Eyzaguirre,260,3,2,1,1,82,72,$,800000,160000,0,"precioso departamento ubicado a pasos del metro monsenor eyzaguirre linea 3,luminoso con orientacion suroriente y bonita vista a la cordillera,distribucion hall de acceso cocina independiente livingcomedor con terraza cerrada vidriada y mallas de seguridad en perfecto estado,tres dormitorios con closet y dos banos completos con cubiertas de marmol,todas las ventanas incluyen cortinas roller con blackout en los dormitorios calefaccion por losa radiante y ademas cuenta con aire acondicionado friocalor,piso flotante en excelente estado,tres soportes para televisores uno en el living y en dos de los dormitorios,edificio tranquilo seguro muy bien tenido y con conserjes 247,tiene una buena sala de eventos y gimnasio con salida a un lindo jardin con piscina y quincho comunidad con punto de reciclaje,un estacionamiento mas una bodega en piso 2,incluye tambien una cava de vinos en subterraneo con espacio para 16 botellas","Monseñor Eyzaguirre 1 - 300, Ñuñoa, Región Metropolitana, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-987571469-estupendo-departamento-junto-al-metro-en-calle-tranquila-_JM#position=13&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Departamento Amplio Con Jardines 2 Dormitorios 2 Baños,Ñuñoa,Francisco Bilbao,714,2,2,1,1,86,77,$,710000,85000,0,"disponibilidad desde 1 junio ,amplio departamento de 2 dormitorios 2 banos cocina separada principal en suite con walking closet incluye estacionamiento y bodega cercano a jumbo de bilbao bancos y colegios","Coventry 1800 - 2100, Ñuñoa, Chile, Diego de Almagro, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988978105-departamento-amplio-con-jardines-2-dormitorios-2-banos-_JM#position=12&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Gran Depto 3d2b Estac./bodega En Ñuñoa,Ñuñoa,Plaza Egaña,535,3,2,1,1,74,70,$,800000,80000,0,"gran oportunidad de arriendo amplio y hermoso departamento seminuevo con apenas meses de habitado por sus duenos ubicado en calle nuncio laghi 5600 piso 7 a dos cuadras del metro plaza egana y a solo minutos de plaza nunoa barrio residencial muy cercano a multiples servicios,el depto consta de amplio living comedor con cocina americanaintegrada y equipada con horno horno microondas encimera vitroceramica y campana cuenta tambien con amplios muebles para organizacion y espacios para refrigerador y lavavajillas gran terraza con vista despejada tres dormitoriosprincipal incluye enchufe usb amplio closet y bano con shower todos los dormitorios incluyen closet y tienen ventanas con vista despejada y buena iluminacion bano de visita incluye ducha loggia con espacio para lavadora y repisas todas las ventanas y ventanales se entregan con cortinas roller cubiertas de cuarzo en cocina y banos ventanas de termo panel piso flotante vinilico y gres esmaltado en banos y terraza,incluye estacionamiento y bodega,proyecto entregado durante el ano 2021 el edificio cuenta con estacionamiento para autos electricos lockers para pedidos online conserjeria 24 horas piscina quinchos bicicleteros sala cowork salon gourmet entre otros ,disponibilidad inmediata","Nuncio Laghi 5600, Ñuñoa, Chile, Diagonal Oriente, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-989170056-gran-depto-3d2b-estacbodega-en-nunoa-_JM#position=16&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,"Eco Italia, Dpto. Entrega Inmediata, 2 Cuadras Del Metro",Ñuñoa,Irarrázaval,703,2,1,1,1,53,47,$,495000,80000,0,"depto recien arreglado vista sur dos dormitorios un bano cocina americana encimera vitroceramica 3 platos con extractor acceso a la terraza desde el living termo electrico y conexiones para lavadora dormitorio con walkin closet conexion para tv en la pared con estacionamiento y con bodega,edificio cuenta con bicicletero piscina quinchos gimnasio sala gourmet etc,renta minima 1300000 demostrable puede complementar con su pareja,llame al 99 9462910 o al 997162114,requisitos para titular y un aval, rut, contrato de trabajo, 3 ultimas liquidaciones de sueldo, dicom, 12 cotizaciones de afp, carnet de identidad de ambos por los dos lados","Emilio Vaisse 760, Ñuñoa, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-989406137-eco-italia-dpto-entrega-inmediata-2-cuadras-del-metro-_JM#position=7&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Manuel Montt/ Inmediato!,Ñuñoa,Monseñor Eyzaguirre,250,3,2,1,1,140,130,UF,804412,160000,0,"disponible desde el 15 de mayo,estupendo departamento en manuel montt de tres dormitorios uno en suite y 2 banos,living comedor iluminado piso 2,terraza,cocina equipada y loggia,estacionamiento y bodega,gc 160000 aprox","Avenida Manuel Montt 2400 - 2700, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-989585892-manuel-montt-inmediato-_JM#position=5&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Departamento Ñuñoa,Ñuñoa,Monseñor Eyzaguirre,506,1,1,1,1,38,39,$,530000,80000,0,"departamento disponible desde el 1 de junio cercano a universidades teatro de nunoa metro linea 3 el edificio cuenta con gimnasio lavanderia areas verdes kids room bicicleteros ,el departamento es de living con salida a terraza cocina incorporada 1 habitacion en suite ,buenas terminaciones ventanas termopanel puertas de pvc muebles de cocina con cubierta de cuarzo","Avenida Manuel Montt 2406, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-987585564-departamento-nunoa-_JM#position=11&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Excelente Dpto. Lado Barrio Italia,Ñuñoa,Monseñor Eyzaguirre,973,1,1,1,1,40,48,$,490000,69,0,"excelente departamento un buen dormitorio en suite bano completo todo ultima generacion con lavadora muy buenos closets amplio living comedor cocina americana todo electrico grandes ventanales de doble termopanel todo piso flotante alacena comoda terraza en suite y living,estacionamiento y bodega,dos piscinas areas verdes juegos infantiles quinchos sala juego para ninos salas de estudios y reuniones y salas de trabajos sala para almuerzos familiares,gran conectividad lado barrio italia plazas supermercados y otros,valor arriendo 490000 en uf,gastos comunes 69000,disponible primera semana de mayo","Julio Prado 1500 - 1800, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988664153-excelente-dpto-lado-barrio-italia-_JM#position=8&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Departamento Bremen Id: 75438,Ñuñoa,Villa Frei,787,2,2,1,1,65,58,UF,592047,125000,0,"arr id houm 75438,excelente departamento en arriendo ubicado en la comuna de nunoa con una superficie construida de 58 m y superficie total de 65 m ,sus principales caracteristicas son, no amoblado, 2 dormitorios, 2 banos, admite mascotas, 1 estacionamiento, piso 5, ano de construccion 2018, conexion a lavadora, bodega, ,ademas el inmueble cuenta con las siguientes amenidades, salon de eventos, vigilancia 24 hrs, ascensor, piscina, gimnasio, quincho,si arriendas con nosotros te brindamos asesoria personalizada durante todo el proceso,comienza una nueva etapa con houm arrienda facil rapido y seguro,requisitos para arrendar con nosotros, demuestra un ingreso mensual liquido de al menos 3 veces el valor del arriendo los ingresos mensuales pueden ser la suma de todas las personas que viviran en este inmueble, certificado de antiguedad laboral o copia del contrato, ultimas cotizaciones de afp, carnet chileno","Bremen, Plaza Egaña, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-989624636-departamento-bremen-id-75438-_JM#position=6&search_layout=stack&type=item&tracking_id=ad02fc32-19e7-4026-9a71-aeaffc2d0c97
0,Irarrazabal/ Amplios Dormitorios/ Metro,Ñuñoa,Villa Frei,177,2,2,1,1,67,60,$,600000,80000,0,"disponible a fines de mayo,no se aceptan mascotas,estupendo departamento ubicado a pasos de la estacion de metro linea 6,cuenta con 2 amplios dormitorios una de ellos en suite dormitorio principal con amplio closet y salida a terraza segundo dormitorio con closet y capacidad de cama de 2 plazas ,segundo bano con conexion para lavadora y ducha cocina y horno electrico sala comedor amplios con salida a terraza ,piso 2,sur oriente,gc 80000 aprox,estacionamiento bodega","Irarrázaval 4200 - 4500, Ñuñoa, Chile, Villa Frei, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988815979-irarrazabal-amplios-dormitorios-metro-_JM#position=1&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,San Eugenio Frente A Metro!,Ñuñoa,Ñuble,200,3,2,1,1,62,59,$,560000,90000,0,"disponible desde junio,el departamento esta ubicado en el piso 17 con orientacion nororiente,cocina equipada con encimera electrica conexion para lavadora y termo electrico para agua caliente ,dormitorio principal en suite walking closet y dos habitaciones adicionales terraza con vista,equipamiento comunitario sala de eventos quinchos en el primer piso y azote piscina sala de estudio gimnasio locales comerciales en la planta baja, bodega y estacionamiento,gc 90000 aprox","San Eugenio 1500 - 1800, Ñuñoa, Santiago, Chile, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-989386188-san-eugenio-frente-a-metro-_JM#position=3&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
1,Departamento En Arriendo De 1 Dorm. En Ñuñoa,Ñuñoa,Chile España,367,1,1,1,,45,43,$,450000,65000,0,"excelente departamento en arriendo 1 dormitorio 1 bano livingcomedor cocina americana estacionamiento en subterraneo agua caliente por caldera calefaccion central estacionamiento en subterraneo el edificio cuenta con piscina quincho sala multiuso gimnasio acceso controlado las 24 horas los 7 dias de la semana zona con excelente equipamiento comercial y conectividad cercano a metro chile espana,disponibilidad desde 1 mayo 2022","Metro Chile España, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-989365421-departamento-en-arriendo-de-1-dorm-en-nunoa-_JM#position=2&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
1,Estupendo Departamento En Excelente Ubicación Edificio Full,Ñuñoa,Ñuñoa,297,1,1,1,1,36,34,$,450000,80000,0,"estupendo departamento en excelente ubicacion 1 dormitorio 1 bano cocina americana sala estar balcon en piso 9 de 16 cuenta con estacionamiento y bodega incluye refrigerador horno microonda aparte de la cocina encimera campana y horno electrico,requisitos para arrendar de arrendatario y aval,copia cedula identidad ambos lados,3 ultimas liquidaciones sueldo ingreso liquido minimo 3 a 4 veces canon arriendo,12 ultimas cotizaciones previsionales afp, informes comerciales actualizados","Los Tres Antonios 1 - 300, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988289269-estupendo-departamento-en-excelente-ubicacion-edificio-full-_JM#position=4&search_layout=stack&type=item&tracking_id=40c6de5e-a4ec-4e0b-9d94-8fc298298b84
0,Departamento En Arriendo De 1 Dorm Rebajado. En Ñuñoa,Ñuñoa,,,1,1,,,52,47,UF,675706,80000,0,"ubicado entre nunoa y providencia frente a supermercado y al lado de una plaza cercano a campus oriente uc,edificio seminuevo equipamiento conserjeria 247 estacionamientos de visita gimnasio en primer piso quincho y piscina,,departamento rebajado a 21 uf,,departamento en arriendo moderno con una amplia terraza y buenas terminaciones ventanas de termopanel piso de porcelanato y flotante en dormitorio calefaccion por panel electrico y agua por termo electrico el hall de entrada es un pasillo lleno de closets cocina incorporada equipada con encimera horno campana y microondas integrados todos marca fdv mesa isla incluida,comodo dormitorio con closets y bano con shower ademas de conexion para lavadora y secadora,living y dormitorio salen a una gran terraza con orientacion norte mucha luz y full privacidad,,cuenta con 1 estacionamiento subterraneo y 1 bodega de 15x15 mts aprox ,,terminaciones,piso banos porcelanato,piso dormitorios piso flotante,,suministros,agua caliente termo,calefaccion electrica,,caracteristicas propiedad,alarma cocina americana comedor de diario despensa hall cocina amoblada cocina equipada,,caracteristicas comunidad,accesos controlados citofono estacionamiento de visitas gimnasio piscina porton electrico quincho,,,visitas con debora barros campos,telefono 56974250611 ideal dejar whatsapp ,correo deborabarrosnexxoscl","General José Artigas 2896 &amp; Dr. José Artigas 2896, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988419019-departamento-en-arriendo-de-1-dorm-rebajado-en-nunoa-_JM#position=5&search_layout=stack&type=item&tracking_id=ad02fc32-19e7-4026-9a71-aeaffc2d0c97
0,Departamento Suárez Mujica Id: 73923,Ñuñoa,Irarrázaval,588,1,1,1,1,40,37,$,420000,100000,0,"arr id houm 73923,increible departamento en arriendo ubicado en la comuna de nunoa con una superficie total de 40 m,la propiedad esta preparada para acoger a 1 o mas personas,sus principales caracteristicas son, amoblado, 1 dormitorio, 1 bano, no admite mascotas, 1 estacionamiento, cocina amoblada, piso 11, conexion a lavadora, bodega, ,ademas el inmueble cuenta con las siguientes amenidades, salon de eventos, ascensor, zona de juegos, piscina, gimnasio, lavanderia, quincho,si arriendas con nosotros te brindamos asesoria personalizada durante todo el proceso,comienza una nueva etapa con houm arrienda facil rapido y seguro,requisitos para arrendar con nosotros, demuestra un ingreso mensual liquido de al menos 3 veces el valor del arriendo los ingresos mensuales pueden ser la suma de todas las personas que viviran en este inmueble, certificado de antiguedad laboral o copia del contrato, ultimas cotizaciones de afp, carnet chileno","Suárez Mujica, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988189420-departamento-suarez-mujica-id-73923-_JM#position=3&search_layout=stack&type=item&tracking_id=ad02fc32-19e7-4026-9a71-aeaffc2d0c97
0,Departamento Profesor Rodolfo Lenz Id: 69097,Ñuñoa,Chile España,655,1,1,,1,48,43,UF,579177,100000,0,"arr id houm 69097,grandioso departamento en arriendo ubicado en la comuna de nunoa con una superficie total de 48 m,la propiedad esta preparada para acoger a 1 o mas personas,sus principales caracteristicas son, no amoblado, 1 dormitorio, 1 bano, no admite mascotas, cocina amoblada, piso 4, conexion a lavadora, bodega, ,ademas el inmueble cuenta con las siguientes amenidades, salon de eventos, vigilancia 24 hrs, ascensor, piscina, gimnasio, quincho,si arriendas con nosotros te brindamos asesoria personalizada durante todo el proceso,comienza una nueva etapa con houm arrienda facil rapido y seguro,requisitos para arrendar con nosotros, demuestra un ingreso mensual liquido de al menos 3 veces el valor del arriendo los ingresos mensuales pueden ser la suma de todas las personas que viviran en este inmueble, certificado de antiguedad laboral o copia del contrato, ultimas cotizaciones de afp, carnet chileno","Profesor Rodolfo Lenz, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988078410-departamento-profesor-rodolfo-lenz-id-69097-_JM#position=4&search_layout=stack&type=item&tracking_id=ad02fc32-19e7-4026-9a71-aeaffc2d0c97
0,Departamento Mariposa Chile España - Campoamor,Ñuñoa,Chile España,537,2,2,1,,52,52,$,650000,90000,0,"departamento mariposa nuevo a pocas cuadras del metro,barrio consolidado con todos los servicios y equipamiento necesarios,dos dormitorios en suite living con cocina incorporada ,el departamento incluye ,cortinas sofa cama lamparas refrigerador set de loza set de cubiertos y set de vasos","Chile España 300 - 600, Ñuñoa, Chile, Plaza Ñuñoa, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-982283169-departamento-mariposa-chile-espana-campoamor-_JM#position=47&search_layout=stack&type=item&tracking_id=951d3e65-c1b6-45f1-910e-454b10881f40
0,Departamento En Arriendo En Ñuñoa,Ñuñoa,Monseñor Eyzaguirre,464,2,2,1,,68,65,$,580000,120000,0,"departamento piso 5to orientacion oriente living comedor juntos con salida a terraza 2 dormitorios principal en suite ambos con closet 2 banos completos 1 estacionamiento descubierto 1 bodega,,edificio cuenta con sala de eventos piscina quincho gimnasio con acceso controlado conserjeria las 24 horas a pasos del metro monsenor eyzaguirre locales comerciales colegios,contactarse con ejecutiva eliett lillo c celular n569 9135 7662 email eliettlillofuenzalidacom","Irarrázaval - Dublé Almeyda, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-986112082-departamento-en-arriendo-en-nunoa-_JM#position=1&search_layout=stack&type=item&tracking_id=951d3e65-c1b6-45f1-910e-454b10881f40
0,"Departamento Estudio, Metro Monseñor Eyzaguirre, Ñuñoa",Ñuñoa,Monseñor Eyzaguirre,313,1,1,1,,"27,96",25,$,350000,50000,0,"departamento estudio,disponible desde el 16 de mayo 2022,ubicado en barrio residencial a pasos de avenida pedro de valdivia cercano a supermercados restaurantes colegios y comercio excelente conectividad cercano a futura estaciones de metro,pisos de gres porcelanico meson de cocina con cubierta petrea cocina full electrica equipada con encimera horno y campana retractil banos con descarga ecologica y griferia con ahorro de consumo de agua,el edificio cuenta con quincho piscina sale de eventos areas verdes estacionamiento de visita,1 estacionamiento 1 bodega,el estudio se entrega con rollers en las ventanas y lamparas,mi hogar puede ser tu hogar,caracteristicas propiedad ,alarma loggia,caracteristicas comunidad ,areas verdes estacionamiento de visitas piscina porton electrico quincho sala de eventos sauna,estacionamientos y bodegas , estacionamientos 1,bodegas 1","Irarrázaval 1989, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-985953586-departamento-estudio-metro-monsenor-eyzaguirre-nunoa-_JM#position=50&search_layout=stack&type=item&tracking_id=951d3e65-c1b6-45f1-910e-454b10881f40
0,Calido Y Acogedor Departamento - Vistas Despejadas,Ñuñoa,Monseñor Eyzaguirre,953,2,2,1,1,59,52,UF,624224,90000,0,"ubicacion estrategica en nunoa,el departamento consta de cocina americana integrada con el living comedor terraza 2 dormitorios uno de ellos en suite y un bano,se incluye un estacionamiento y una bodega,el edificio posee equipamiento completo quinchos piscina juegos para ninos areas verdes,ubicado en sector privilegiado de la comuna de nunoa,todos los servicios en un radio cercano,no deje de verlo","Julio Prado 1800 - 2100, La Reina, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-986589755-calido-y-acogedor-departamento-vistas-despejadas-_JM#position=40&search_layout=stack&type=item&tracking_id=951d3e65-c1b6-45f1-910e-454b10881f40
0,Herna Cortés/marchant Pereira,Ñuñoa,Ñuñoa,999,1,1,1,1,37,37,$,450000,90000,0,"buena ubicacion hernan cortes marchant pereira lyon metro ines de suarez,livingcomedor con vista despejada cocina americana amoblada,todo el departamento con piso flotante,1 dormitorio principal en suite con closet y 1 bano,cuenta con 1 estacionamiento subterraneo y 1 bodega,gasto comun 90000,piscina sala eventos juegos infantiles,arrienda exclusivo corredor de propiedades nicole sanz 995373880,ns propiedades spa","Hernán Cortés, Ñuñoa, Chile, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-987954095-herna-cortesmarchant-pereira-_JM#position=39&search_layout=stack&type=item&tracking_id=951d3e65-c1b6-45f1-910e-454b10881f40
0,Deptos Studio. Zañartu 1100. $360.000 (gc+agua+luz+internet),Ñuñoa,Rodrigo de Araya,754,1,1,,,"24,7","24,7",$,360000,60000,0,"rentando spa presenta maravillosa oportunidad de arriendos de departamentos tipo studio,todos tienen terraza,el departamento incluye,lamparas,cortinas rollers,wallbeds,valor de arriendo 360000,incluye dentro del pago de arriendo,tv cable wifi vtr,gasto comun,agua enel,aprovecha este nuevo lindo y comodo edificio ubicado en la comuna de nunoa que cuenta con con instalaciones de alta calidad y estandares de seguridad cercanos a metro rodrigo de araya,caracteristicas y terminaciones de cada uno de nuestros departamentos,piso gres porcelanico tipo madera,cocina equipada con horno campana y encimera vitroceramica, termo individual y conexion a lavadora,cubierta de cuarzo en muebles de cocina,ventanas termopanel pvc,puerta de acceso principal enchapada de madera,espacios comunes,quincho, bicicleteros,piscina,gimnasio,lavanderia,sala de usos multiples,interesados enviar,requisitos previos,la renta 3 veces el valor del arriendo puede complementar,3 ultimas liquidaciones,12 ultimas cotizaciones afp,contrato de trabajo indefinido,dicom platinum 360,foto rut por ambos lados,el codeudor solidario aval con los mismos requisitos sin complementar,se solicita para ingreso y entrega de propiedad,1 mes arriendo,1 mes de garantia,comision de corretaje 50 del valor de arriendo iva,renta minima requerida 1080000,asimismo el edificio incluye camara de seguridad y acceso controlado con conserjeria,rentando spa ofrece distintas facilidades, pagos con tarjetas de credito debito casas comerciales o transferencias, acumula puntos con tus tarjetas del banco, firma tu contrato online,si lo deseas puedes agendar una visita a esta propiedad la cual puede ser presencial o via streaming desde la comodidad de tu hogar,no pierdas esta oportunidad mas informacion al 569 3093 4618","Av. Zanartu 1100, Ñuñoa, Chile, Estadio Nacional, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981090338-deptos-studio-zanartu-1100-360000-gcagualuzinternet-_JM#position=37&search_layout=stack&type=item&tracking_id=951d3e65-c1b6-45f1-910e-454b10881f40
0,Irarrazaval / Hamburgo,Ñuñoa,Villa Frei,490,1,1,1,1,46,42,$,470000,70000,0,"visitas administracionihousecl 56 9 39259156,excelente depto recien pintado y arreglado en inmejorable ubicacion de nunoa a pasos de plaza egana y metro villa frei excelente conectividad consta de 1 dormitorio con walk in closet y bano recien remodelado cocina americana con terraza comoda con ventanales,edificio cuenta con todas las comodidades lavanderia gimnasio piscina sala multiuso estacionamientos de visita entre otros","Irarrazaval / Hamburgo, Plaza Egaña, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-985168181-irarrazaval-hamburgo-_JM#position=41&search_layout=stack&type=item&tracking_id=951d3e65-c1b6-45f1-910e-454b10881f40
0,Departamento En Arriendo 1 Dormitorio Ñuñoa,Ñuñoa,Monseñor Eyzaguirre,427,1,1,1,1,42,35,$,550000,73000,0,"departamento en arriendo en nunoa estacion monsenor eyzaguirre l3,1d 1b cocina americana estar terraza bodega estacionamiento,42 m2 totales 35 m2 utiles 7 m2 terraza,gastos comunes 73000,orientacion sur,el edificio cuenta con 247 sala multiuso quincho piscina estacionamiento de visitas,sector habitacional a pasos de avenida irarrazaval proximo a comercio y servicios varios","Departamento En Arriendo 1 Dormitorio Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-980948134-departamento-en-arriendo-1-dormitorio-nunoa-_JM#position=50&search_layout=stack&type=item&tracking_id=0381c427-b8ba-4bcc-88cd-6dae99aa8a5d
0,"Departamento Nuevo Metro Rodrigo Araya, Ñuñoa",Ñuñoa,Rodrigo de Araya,713,2,2,1,,50,48,UF,521259,78000,0,"excelente departamento nuevo de 2 dormitorios estilo mariposa 2 banos cocina americana equipada living y balcon,tiene un estacionamiento y bodega,la propiedad se encuentra en un condominio de 2 edificios que privilegia el habitar armonico su jardin en altura une las dos torres,ubicacion cercano a servicios y comercio arreas verdes y excelente conectividad,coordinar visita por email","Zañartu 1100, Ñuñoa, Chile, Estadio Nacional, Ñuñoa, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-988639805-departamento-nuevo-metro-rodrigo-araya-nunoa-_JM#position=39&search_layout=stack&type=item&tracking_id=0381c427-b8ba-4bcc-88cd-6dae99aa8a5d
